"","text","speaker","season","episode","scene","utterance"
"54705","Hi.","Julie Coreger",8,23,2,18
"54706","This is Rachel.","Ross Geller",8,23,2,19
"54707","Hi!","Rachel Green",8,23,2,20
"54708","Oh hi Rachel.","Marc Coreger",8,23,2,21
"54709","How are you?","Rachel Green",8,23,2,22
"54710","Hi. Is this your first?","Julie Coreger",8,23,2,23
"54711","Yeah it is.","Rachel Green",8,23,2,24
"54712","Well, little Jamie here is our third. So, if you have questions or you need anything at all, just holler.","Julie Coreger",8,23,2,25
"54713","That's so sweet.","Rachel Green",8,23,2,26
"54714","Yeah.","Ross Geller",8,23,2,27
"54715","Oh.","Rachel Green",8,23,2,28
"54716","Umm say, I-I opened this earlier but let me give you guys some privacy.","Ross Geller",8,23,2,29
"54717","No nonsense! We're all in this together.","Marc Coreger",8,23,2,30
"54718","Yeah, we are going to share every moment of this with you. And I think we're gonna have some fun.","Julie Coreger",8,23,2,31
"54719","Yeah.","Marc Coreger",8,23,2,32
"54720","Oh, okay.","Ross Geller",8,23,2,33
"54721","Hey! Smile!","Marc Coreger",8,23,2,34
"54722","Oh no, I really don't want any--Oh! Thank you. Oh. Oh Ross...","Rachel Green",8,23,2,35
"54723","What?","Ross Geller",8,23,2,36
"54724","Here comes another contraction.","Rachel Green",8,23,2,37
"54725","Oh. Okay, just breathe.","Ross Geller",8,23,2,38
"54726","Oh honey, I think I'm having one too!","Julie Coreger",8,23,2,39
"54727","(During the mutual contraction Julie takes a moment to point out they're having a contraction at the same time.)","Scene Directions",8,23,2,40
"54728","Look at this! There we go!","Marc Coreger",8,23,2,41
"54729","[Scene: The Waiting Room, the rest of the gang is lounging around.]","Scene Directions",8,23,3,1
"54730","Oh wow, three hours and still no baby. Ugh, the miracle of birth sure is a snooze fest.","Phoebe Buffay",8,23,3,2
"54731","Hey, you wanna see something?","Monica Geller",8,23,3,3
"54732","Sure! What?","Phoebe Buffay",8,23,3,4
"54733","Umm, this is going to be fun. Watch me freak out Chandler. Honey?","Monica Geller",8,23,3,5
"54734","Yeah?","Chandler Bing",8,23,3,6
"54735","Listen uh, I-I've been doing some thinking, and I don't know whether it's because we're here or Rachel's giving birth but umm, I think we should try to have a baby.","Monica Geller",8,23,3,7
"54736","Okay.","Chandler Bing",8,23,3,8
"54737","What-what-what's that now?!","Monica Geller",8,23,3,9
"54738","Okay. I've been thinking about it too, and I, I think we're ready.","Chandler Bing",8,23,3,10
"54739","What?! Are you kidding me?! You-you-you think we're ready to have a baby now?!","Monica Geller",8,23,3,11
"54740","Oh, this is fun.","Phoebe Buffay",8,23,3,12
"54741","You're ready to have a baby? My boy's all grown up!","Joey Tribbiani",8,23,3,13
"54742","But you said you were ready too.","Chandler Bing",8,23,3,14
"54743","Yeah but I was just screwing with you to try to get your voice all high and weird like mine is now!","Monica Geller",8,23,3,15
"54744","Yes, but haven't you wanted a kid like forever?","Chandler Bing",8,23,3,16
"54745","Okay, just back off mister! Whoa. 'Cause I am ready to have a baby. I just want Joey to be the father.","Monica Geller",8,23,3,17
"54746","What?! Are you crazy?!","Joey Tribbiani",8,23,3,18
"54747","That's it! Right there! Is all I wanted!","Monica Geller",8,23,3,19
"54748","[Scene: The Semi-Private Labor Room, time lapse, Ross is massaging out a cramp on Rachel's hip as Marc opens up the privacy screen.]","Scene Directions",8,23,4,1
"54749","I am so sorry. The doctor insisted on closing the curtain for the exam.","Marc Coreger",8,23,4,2
"54750","Oh, that's very-Really very-very okay.","Rachel Green",8,23,4,3
"54751","Julie's cervix is dilated a seven centimeters, that's about four fingers. The doctor let me feel it myself.","Marc Coreger",8,23,4,4
"54752","Have you felt Rachel's cervix Ross?","Julie Coreger",8,23,4,5
"54753","No, I don't think we'll be doing that.","Rachel Green",8,23,4,6
"54754","We're not gonna do that.","Ross Geller",8,23,4,7
"54755","Well, if you like you can feel Rachel's and then feel mine to compare.","Julie Coreger",8,23,4,8
"54756","Am I interrupting?","Judy Geller",8,23,4,9
"54757","Uh yes! Thank you.","Ross Geller",8,23,4,10
"54758","Oh. Oh wait no.","Rachel Green",8,23,4,11
"54759","Later.","Ross Geller",8,23,4,12
"54760","No-no-don't! Don't leave me here with these people.","Rachel Green",8,23,4,13
"54761","Oh uh, I'm sorry.","Ross Geller",8,23,4,14
"54762","No Ross! Ross! Ross! My child has no father!","Rachel Green",8,23,4,15
"54763","[Scene: The Hallway, Ross comes out and hugs Mrs. Geller.]","Scene Directions",8,23,5,1
"54764","Hi! I'm so glad you're here, but it's gonna be a while. I-I wished you'd called first.","Ross Geller",8,23,5,2
"54765","Oh that's all right, I'm coming back later with your father.","Judy Geller",8,23,5,3
"54766","Oh good.","Ross Geller",8,23,5,4
"54767","I actually needed to talk to you before the birth.","Judy Geller",8,23,5,5
"54768","Okay, what's up?","Ross Geller",8,23,5,6
"54769","I brought something that I want to give you, assuming of course that you want it.","Judy Geller",8,23,5,7
"54770","Ma, you're asking me to marry you?","Ross Geller",8,23,5,8
"54771","This is your grandmother's engagement ring, I want you to give it to Rachel.","Judy Geller",8,23,5,9
"54772","Mom no, come on! Thank you.","Ross Geller",8,23,5,10
"54773","Just hear me out!","Judy Geller",8,23,5,11
"54774","N-no! Okay? We've been through this! We're not gonna get married just because she's pregnant, okay?","Ross Geller",8,23,5,12
"54775","Honestly! Ross, this isn't just some girl you picked up in a bar and humped. A child should have a family.","Judy Geller",8,23,5,13
"54776","Mom, y'know what? I-I can't deal with this right now. I'm sorry...","Ross Geller",8,23,5,14
"54777","Just...think about it. If you don't, I'll talk more about humping.","Judy Geller",8,23,5,15
"54778","Gimmie!","Ross Geller",8,23,5,16
"54779","Hi!","Rachel Green",8,23,5,17
"54780","Oh hi dear!","Judy Geller",8,23,5,18
"54781","Oh, thank you so much for coming. Ross, get in here!","Rachel Green",8,23,5,19
"54782","(Mrs. Geller leaves as Ross re-enters the room.)","Scene Directions",8,23,5,20
"54783","[Scene: The Waiting Room, Ross is explaining to the gang what happened with his mother.]","Scene Directions",8,23,6,1
"54784","...she came and dragged me out of the labor room to ask me why I'm not with Rachel.","Ross Geller",8,23,6,2
"54785","Yeah. Why aren't you with Rachel?","Phoebe Buffay",8,23,6,3
"54786","Are you kidding? Look, we're not gonna be together just because we're having a baby. Okay?","Ross Geller",8,23,6,4
"54787","But y'know what? It just seems that you two belong together.","Phoebe Buffay",8,23,6,5
"54788","Okay, stop it! I can't deal with this right now. I have to go have a baby.","Ross Geller",8,23,6,6
"54789","Right. And with who again?","Phoebe Buffay",8,23,6,7
"54790","God. He's crazy! Why doesn't he want to be with Rachel?","Joey Tribbiani",8,23,6,8
"54791","I know!","Phoebe Buffay",8,23,6,9
"54792","I mean seriously, she's like the perfect woman. I mean I know she turned me down, but if she hadn't and wanted to be with me, I would take her in my arms and... I haven't bummed you guys out like this in a while have I?","Joey Tribbiani",8,23,6,10
"54793","[Scene: The Semi-Private Labor Room, Ross is returning to find another couple has taken the place of Marc and Julie.]","Scene Directions",8,23,7,1
"54794","Hey. Who's that?","Ross Geller",8,23,7,2
"54795","New people.","Rachel Green",8,23,7,3
"54796","What happened to the Disgustingtons?","Ross Geller",8,23,7,4
"54797","They're having their baby! It's not fair Ross we got here first! Right after you left they wheeled her off into delivery. Oh but not before she gave me a juicy shot of little Jamie just crowning away.","Rachel Green",8,23,7,5
"54798","Wow! Sorry. So uh, how are the new people?","Ross Geller",8,23,7,6
"54799","Well they have uh, some unusual pet names for each other. Including umm, evil bitch and uh, sick bastard. Oh God oh! Contraction!","Rachel Green",8,23,7,7
"54800","Yeah? Okay.","Ross Geller",8,23,7,8
"54801","Ooh! Ow!!","Rachel Green",8,23,7,9
"54802","Are you looking at her?!","Evil Bitch",8,23,7,10
"54803","No!","Sick Bastard",8,23,7,11
"54804","Don't you look at her you sick bastard!","Evil Bitch",8,23,7,12
"54805","Honey I swear! I wasn't looking at her!","Sick Bastard",8,23,7,13
"54806","She's in labor! You like that you sick son of a bitch!","Evil Bitch",8,23,7,14
"54807","Umm. Umm, I'm-I'm just gonna-","Ross Geller",8,23,7,15
"54808","See? See? It was because you were looking fat pervert!","Evil Bitch",8,23,7,16
"54809","No-no, I'm...I'm sure no one was looking. Just want some privacy.","Ross Geller",8,23,7,17
"54810","You miss your girlfriend?","Evil Bitch",8,23,7,18
"54811","Just ignore them.","Ross Geller",8,23,7,19
"54812","(Sick Bastard sits down in a chair that enables him to look around the screen and stare at Rachel.)","Scene Directions",8,23,7,20
"54813","Ross.","Rachel Green",8,23,7,21
"54814","What? What?","Ross Geller",8,23,7,22
"54815","He's looking at me.","Rachel Green",8,23,7,23
"54816","Hey! You wanna live to see your baby?!","Ross Geller",8,23,7,24
"54817","Don't you talk to my husband like that you stupid bastard!","Evil Bitch",8,23,7,25
"54818","(Ross shrugs his shoulders to Rachel and Sick Bastard closes the screen all the way.)","Scene Directions",8,23,7,26
"54819","[Scene: Outside the Nursery, Chandler is looking at the babies as Monica walks up.]","Scene Directions",8,23,8,1
"54820","Oh good God! If you want a baby so bad just go steal it!","Monica Geller",8,23,8,2
"54821","(The nurse attending to the babies hears this, turns and stares at Chandler. Chandler moves Monica to the side and away from the nurse.)","Scene Directions",8,23,8,3
"54822","What is going on with you? Since when are you so crazy about babies?","Monica Geller",8,23,8,4
"54823","I'm not crazy about babies. I'm crazy about us.","Chandler Bing",8,23,8,5
"54824","What?","Monica Geller",8,23,8,6
"54825","Look, we've always talked about having babies someday. I'm not saying it has to be right now, but I'm starting to think that we can handle it. We're good. We're really good.","Chandler Bing",8,23,8,7
"54826","We are pretty good.","Monica Geller",8,23,8,8
"54827","But nothing has to happen until your ready.","Chandler Bing",8,23,8,9
"54828","Well maybe I'm ready now. I mean, it's a little scary, but maybe it's right.","Monica Geller",8,23,8,10
"54829","What?! It's not right! We're not ready to have a kid now!!","Chandler Bing",8,23,8,11
"54830","What?!!","Monica Geller",8,23,8,12
"54831","I'm kidding. This is going to be fun.","Chandler Bing",8,23,8,13
"54832","So we're gonna try? I mean, are we trying?","Monica Geller",8,23,8,14
"54833","We're trying to get pregnant. Y'know I'm not really comfortable doing this in front of the babies. So, when do you want to start trying?","Chandler Bing",8,23,8,15
"54834","Okay, hold on a sec.","Monica Geller",8,23,8,16
"54835","Period math?","Chandler Bing",8,23,8,17
"54836","Yeah.","Monica Geller",8,23,8,18
"54837","Yeah.","Chandler Bing",8,23,8,19
"54838","Well, we could start trying. Now.","Monica Geller",8,23,8,20
"54839","Right here?","Chandler Bing",8,23,8,21
"54840","No, not here. Maybe here.","Monica Geller",8,23,8,22
"54841","Wait a minute, it's perfect. We got a lot of time to kill and we're in a building that's full of beds!","Chandler Bing",8,23,8,23
"54842","And it's so clean!!","Monica Geller",8,23,8,24
"54843","(They run off in search of a bed.)","Scene Directions",8,23,8,25
"54844","[Scene: The Vending Machines, Phoebe is buying a soda and Joey is shaking the candy machine.]","Scene Directions",8,23,9,1
"54845","Come on you stupid machine! Come on!","Joey Tribbiani",8,23,9,2
"54846","Oh, it ate your money?","Phoebe Buffay",8,23,9,3
"54847","No.","Joey Tribbiani",8,23,9,4
"54848","All right, I'll see you downstairs then.","Phoebe Buffay",8,23,9,5
"54849","All right.","Joey Tribbiani",8,23,9,6
"54850","All right.","Phoebe Buffay",8,23,9,7
"54851","Hey I got one! I got one!","Joey Tribbiani",8,23,9,8
"54852","[Cut to the elevator lobby, Phoebe walks up and sees a man in a wheelchair with his broken leg extended.]","Scene Directions",8,23,9,9
"54853","Hi!","Man",8,23,9,10
"54854","Hi.","Phoebe Buffay",8,23,9,11
"54855","Oh uh, up or down?","Man",8,23,9,12
"54856","Oh down please. I-I hate to be a ball buster can I just do it?","Phoebe Buffay",8,23,9,13
"54857","Could you press up too please?","Man",8,23,9,14
"54858","Sure! I feel so bad for you; I broke my leg once too.","Phoebe Buffay",8,23,9,15
"54859","Oh yeah? How'd yours happen?","Man",8,23,9,16
"54860","Well, it's a long story. It's kind of embarrassing. Let's just say there was a typographical error with a sex manual. How about you?","Phoebe Buffay",8,23,9,17
"54861","Car accident.","Man",8,23,9,18
"54862","Oh.","Phoebe Buffay",8,23,9,19
"54863","Oh, let me guess some idiot on a cell phone wasn't paying attention?","Man",8,23,9,20
"54864","Yeah. Me. Oh hey, that's me. Hey uh, I take it you're just visiting someone.","Man",8,23,9,21
"54865","Uh-huh, yeah.","Phoebe Buffay",8,23,9,22
"54866","Well umm, if you have sometime y'know and maybe you might want to visit someone else...","Man",8,23,9,23
"54867","Oh yeah! I-I would like that.","Phoebe Buffay",8,23,9,24
"54868","I'm in the middle...","Man",8,23,9,25
"54869","Wait! What?! No!! Elevator!! No!","Phoebe Buffay",8,23,9,26
"54870","Uh, you gotta press the button.","Joey Tribbiani",8,23,9,27
"54871","[Scene: The Semi-Private Labor Room, Evil Bitch and Sick Bastard are gone and Ross has just finished talking to a nurse as Rachel stands and stretches.]","Scene Directions",8,23,10,1
