"","text","speaker","season","episode","scene","utterance"
"32741","Is something wrong?","Joey Tribbiani",5,20,10,4
"32742","No. No I'm just tired. Y'know, from-from the walk.","Chandler Bing",5,20,10,5
"32743","Okay.","Joey Tribbiani",5,20,10,6
"32744","You dove in front of Ross! Ross!","Chandler Bing",5,20,10,7
"32745","That's what this is about! Oh my God, you hate Ross!","Joey Tribbiani",5,20,10,8
"32746","I do not hate Ross!","Chandler Bing",5,20,10,9
"32747","Of course you do! I saved him! You're mad at me! It all adds up! You want Ross out of the picture.","Joey Tribbiani",5,20,10,10
"32748","What picture?","Chandler Bing",5,20,10,11
"32749","I don't know, but I don't like what I'm hearing!","Joey Tribbiani",5,20,10,12
"32750","Look I'm very glad that you saved Ross from the car backfire, but y'know, it could've been a bullet and you y'know, you didn't try to save me!","Chandler Bing",5,20,10,13
"32751","Ohh, you're upset because you think I chose Ross over you! No! I...knew...you could take care of yourself. Y'know, I mean Ross, he need help. He's not street like us!","Joey Tribbiani",5,20,10,14
"32752","When it comes down to it, you would risk your life for Ross before you would for me. That's the bottom line.","Chandler Bing",5,20,10,15
"32753","Well, no, not exactly! All right, look, I, I wasn't trying to save Ross. Okay? My sandwich was next to Ross. All right? I was, I was trying to save my sandwich.","Joey Tribbiani",5,20,10,16
"32754","From a bullet!","Chandler Bing",5,20,10,17
"32755","I know it doesn't make much sense...","Joey Tribbiani",5,20,10,18
"32756","Much sense?!","Chandler Bing",5,20,10,19
"32757","Look Chandler, it was instinct! Okay? I just went for it!","Joey Tribbiani",5,20,10,20
"32758","So you risked your life, for a sandwich!","Chandler Bing",5,20,10,21
"32759","I know it sounds crazy, but Chandler this is the greatest sandwich in the world!","Joey Tribbiani",5,20,10,22
"32760","So you didn't uh, choose Ross before me.","Chandler Bing",5,20,10,23
"32761","No! I would never do that! You-you're like my brother!","Joey Tribbiani",5,20,10,24
"32762","Really?!","Chandler Bing",5,20,10,25
"32763","Yeah! In fact, to prove how much you mean to me, here.","Joey Tribbiani",5,20,10,26
"32764","Thanks.","Chandler Bing",5,20,10,27
"32765","No, eh, oh-oi, easy, it's not a hot dog!","Joey Tribbiani",5,20,10,28
"32766","(Chandler takes a bite.)","Scene Directions",5,20,10,29
"32767","How good is that?","Joey Tribbiani",5,20,10,30
"32768","Oh-oi-ho, yeah!","Chandler Bing",5,20,10,31
"32769","See?","Joey Tribbiani",5,20,10,32
"32770","Hm-hmm.","Chandler Bing",5,20,10,33
"32771","Oh-whoa-hey, dude, what are you doing?!","Joey Tribbiani",5,20,10,34
"32772","I thought you were showing me how much you mean to me.","Chandler Bing",5,20,10,35
"32773","Yeah. With a bite! Gee-e-e-eez!","Joey Tribbiani",5,20,10,36
"32774","[Scene: Ross's apartment, Rachel is trying to repair the thing she broke earlier, but gets interrupted by hearing Ross at the door. She panics and throws the thing into the kitchen. And runs to the couch as Ross enters.]","Scene Directions",5,20,11,1
"32775","Hey! Hi!","Rachel Green",5,20,11,2
"32776","Rach, what uh, what are you doing here?","Ross Geller",5,20,11,3
"32777","Hey! Y'know what? You are in our apartment all the time! Okay? This is, this is just a drop in the bucket mister!","Rachel Green",5,20,11,4
"32778","Y'know, it-it doesn't matter. The important thing is that you're here. You're my friend, and you're here. Oh!","Ross Geller",5,20,11,5
"32779","Okay, just a little scared. What's going on Ross?","Rachel Green",5,20,11,6
"32780","The most amazing thing happened tonight. I thought my number was up. I had an actual near death experience!","Ross Geller",5,20,11,7
"32781","What?! What? What happened?!","Rachel Green",5,20,11,8
"32782","Okay, okay, we were on the ride along with Gary, right?","Ross Geller",5,20,11,9
"32783","Yeah!","Rachel Green",5,20,11,10
"32784","And somebody took a shot at me!","Ross Geller",5,20,11,11
"32785","Really?!","Rachel Green",5,20,11,12
"32786","No, a car backfired, but I thought somebody was taking a shot at me. And Rach, I...I survived! And I was filled with this-this great respect for life. Y'know? I-I want to experience every moment. I want to seize every opportunity. I-I am seeing everything so-so clearly now.","Ross Geller",5,20,11,13
"32787","Because a car backfired?","Rachel Green",5,20,11,14
"32788","Okay, why are you here?","Ross Geller",5,20,11,15
"32789","Well, I-I-I don't know how this fits into your whole ""seizing"" thing but um, Emily called you today.","Rachel Green",5,20,11,16
"32790","You talked to her?","Ross Geller",5,20,11,17
"32791","No, she left a message. But it-it kinda got erased. There's just something wrong with your machine.","Rachel Green",5,20,11,18
"32792","Well, okay, what-what did she say?","Ross Geller",5,20,11,19
"32793","Well, uh something about having second thoughts about the wedding and did you guys make a mistake breaking up and uh, she wants you to call her.","Rachel Green",5,20,11,20
"32794","Wow!","Ross Geller",5,20,11,21
"32795","Now, that-that was a good thing that I told you, right?","Rachel Green",5,20,11,22
"32796","Huh? Yeah! Yes, of course!","Ross Geller",5,20,11,23
"32797","Okay. Thank you! Thank you! Because-I'm sorry, all right. Because y'know what? She didn't want me-not important. The point is, I was right. Your decision. Okay? I was right. Your decision.","Rachel Green",5,20,11,24
"32798","Right. I guess, I guess I should call Emily.","Ross Geller",5,20,11,25
"32799","Okay, no, that's not the right decision. That's not, that's not right, no Ross-Ross, come on! I mean, that woman made you miserable! Okay, Ross, do you really want to get back into that?","Rachel Green",5,20,11,26
"32800","Okay, look, yesterday I would've even considered calling her back, but my ex-wife calls on the same day I have a near death experience. I mean, that-that has got to mean something!","Ross Geller",5,20,11,27
"32801","Ugh, Ross! That was not a near death experience! That was barely an experience!","Rachel Green",5,20,11,28
"32802","You weren't there! Okay, maybe this is something that I-I'm supposed to seize! Y'know?","Ross Geller",5,20,11,29
"32803","Okay, y'know what? Maybe, this is not about seizing stuff. Maybe this is about escaping stuff.","Rachel Green",5,20,11,30
"32804","Huh.","Ross Geller",5,20,11,31
"32805","I mean, look-look today you escaped death, y'know? And maybe this is a chance for you to escape getting back together with Emily?","Rachel Green",5,20,11,32
"32806","That does make sense. Because I do wanna seize some opportunity, but I-I really don't wanna see or talk to her.","Ross Geller",5,20,11,33
"32807","Well, there you go!","Rachel Green",5,20,11,34
"32808","Yeah. Maybe today is just, close call day.","Ross Geller",5,20,11,35
"32809","Close call day.","Rachel Green",5,20,11,36
"32810","Hey, thanks Rach.","Ross Geller",5,20,11,37
"32811","Ohh, honey no problem. Okay.","Rachel Green",5,20,11,38
"32812","Oh wait-wait-wait! The message is blinking. Maybe you didn't erase it.","Ross Geller",5,20,11,39
"32813","Oh?","Rachel Green",5,20,11,40
"32814","(Ross hits the playback button.)","Scene Directions",5,20,11,41
"32815","""Hey Ross, it's you!"" Oh yeah, no that's-that's an old message, nobody needs to hear that.","Ross Geller",5,20,11,42
"32816","No.","Rachel Green",5,20,11,43
"32817","Hey umm, was-was Monica here?","Ross Geller",5,20,11,44
"32818","Yeah.","Rachel Green",5,20,11,45
"32819","Yeah, I want my money back.","Ross Geller",5,20,11,46
"32820","Yeah, uh you-you probably need that for stamps, right?","Rachel Green",5,20,11,47
"32821","(Ross is stunned.)","Scene Directions",5,20,11,48
"32822","[Scene: Central Perk, everyone is there.]","Scene Directions",5,20,12,1
"32823","Hey Pheebs, has Gary ever been shot at for real?","Ross Geller",5,20,12,2
"32824","Yes. Once. Yeah, a little. He kinda did it to himself. It's not really a good story.","Phoebe Buffay",5,20,12,3
"32825","I wonder how I would react under fire, y'know? And not backfire but-but heavy fire, like I was in a war or something.","Ross Geller",5,20,12,4
"32826","Man, I would be great in a war! I mean, I really, I think I would make a fantastic military leader. I mean I know I would make General way before any of you guys.","Monica Geller",5,20,12,5
"32827","Before or after you were shot by your own troops?","Chandler Bing",5,20,12,6
"32828","I know where Joey would be. He would be down in the foxhole protecting all of us.","Ross Geller",5,20,12,7
"32829","Yes, if the foxhole was lined with sandwiches.","Chandler Bing",5,20,12,8
"32830","Yeah, hero sandwiches.","Joey Tribbiani",5,20,12,9
"32831","Well you all know that I'm a pacifist so I'm not interested in war in any way. But y'know what? When the revolution comes, I will have to destroy you all. Not you Joey.","Phoebe Buffay",5,20,12,10
"32832","(Joey gets all happy with himself, while the rest of the gang is less than enthused.)","Scene Directions",5,20,12,11
"32833","End","Scene Directions",5,20,12,12
"32834","[Scene: Central Perk, Gary, Phoebe, Monica, and Chandler are there.]","Scene Directions",5,21,1,1
"32835","Would you like some more coffee, baby-doll?","Gary",5,21,1,2
"32836","I'm fine, thanks.","Phoebe Buffay",5,21,1,3
"32837","Yeah, see, I can't pull of baby-doll can I?","Chandler Bing",5,21,1,4
"32838","No. I think we learned that from the sugarlips incident. I'm gonna get some tea.","Monica Geller",5,21,1,5
"32839","Okay.","Chandler Bing",5,21,1,6
"32840","(Monica leaves and Chandler moves to talk to Phoebe.)","Scene Directions",5,21,1,7
"32841","Hiya doin' pumpkin?","Chandler Bing",5,21,1,8
"32842","Nope.","Phoebe Buffay",5,21,1,9
"32843","[Cut to Gary and Monica at the counter.]","Scene Directions",5,21,1,10
"32844","So it looks like it's going really well for you two, huh?","Monica Geller",5,21,1,11
"32845","I know, really well. In fact, I'm gonna ask Phoebe to move in with me.","Gary",5,21,1,12
"32846","Oh my God!","Monica Geller",5,21,1,13
"32847","What do you, what do you think?","Gary",5,21,1,14
"32848","I think that is so great! When are you gonna ask her?","Monica Geller",5,21,1,15
"32849","Tonight, but don't say anything. Okay?","Gary",5,21,1,16
"32850","I swear, I promise. I promise. Oh my God, I'm so excited! {And I just can't hide it! I'm about to lose control and I think I like it! Sorry, just couldn't resist it.} All right, listen let me tell you, do not get her flowers. Okay? Because y'know, she cries when they die, and there's the whole funeral...","Monica Geller",5,21,1,17
"32851","I'll see you after work sweetie.","Gary",5,21,1,18
"32852","Okay. Bye!","Phoebe Buffay",5,21,1,19
"32853","(Gary exits and Monica rejoins them.)","Scene Directions",5,21,1,20
"32854","So, what movie should we see?","Phoebe Buffay",5,21,1,21
"32855","Gary's gonna ask you to move in with him!!","Monica Geller",5,21,1,22
"32856","What?! Really?!","Phoebe Buffay",5,21,1,23
"32857","He just told me at the counter. He made me promise not to tell, but I couldn't hold it in any longer!","Monica Geller",5,21,1,24
"32858","I can't believe this!","Phoebe Buffay",5,21,1,25
"32859","Right, because it's fast. Because, it's so fast. It's fast!","Chandler Bing",5,21,1,26
"32860","Relax! It's Phoebe! Not you!","Monica Geller",5,21,1,27
"32861","Oh! Good for you Pheebs, way to go!","Chandler Bing",5,21,1,28
"32862","No, but it is fast. Isn't it?","Phoebe Buffay",5,21,1,29
"32863","Ohhhh!","Monica Geller",5,21,1,30
"32864","No, I like him a lot but I don't think I'm ready for this!","Phoebe Buffay",5,21,1,31
"32865","So, what are you gonna do?","Chandler Bing",5,21,1,32
"32866","I don't know. I'll just handle it-I'll ask you to talk to him!","Phoebe Buffay",5,21,1,33
"32867","Me?! Why me?","Chandler Bing",5,21,1,34
"32868","Because you are so afraid of commitment! You talk to him, make him scared like you! Make him a...man!","Phoebe Buffay",5,21,1,35
"32869","I'll try, but I'm not sure what good it would do, y'know? Because I'm a lot less afraid of commitment than I used to be.","Chandler Bing",5,21,1,36
"32870","That is so sweet!","Monica Geller",5,21,1,37
"32871","Still terrified, I'll take care of it. No problem.","Chandler Bing",5,21,1,38
"32872","[Scene: Monica and Rachel's, Joey and Ross are playing catch with a little foam globe.]","Scene Directions",5,21,2,1
"32873","Hey Ross, is uh, is Staten Island really an island?","Joey Tribbiani",5,21,2,2
"32874","Uh-huh, that's why they call it Staten Island.","Ross Geller",5,21,2,3
"32875","Ohhh. I thought it was like Long Island.","Joey Tribbiani",5,21,2,4
"32876","Also an island.","Ross Geller",5,21,2,5
"32877","(The game resumes.)","Scene Directions",5,21,2,6
"32878","Hey, what time is it?","Joey Tribbiani",5,21,2,7
"32879","2:17.","Ross Geller",5,21,2,8
"32880","Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?","Joey Tribbiani",5,21,2,9
"32881","Are you serious?!","Ross Geller",5,21,2,10
"32882","Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.","Joey Tribbiani",5,21,2,11
"32883","Wow! We are pretty good at this! Hey! We totally forgot about lunch!","Ross Geller",5,21,2,12
"32884","Oh, I-I, I think that's the first time I ever missed a meal! Yeah, my pants are a little loose!","Joey Tribbiani",5,21,2,13
"32885","Hey, you guys...","Rachel Green",5,21,2,14
"32886","Hey!","Joey Tribbiani",5,21,2,15
"32887","Is Monica here?","Rachel Green",5,21,2,16
"32888","No.",NA,5,21,2,17
"32889","All right listen umm, I just bought something I'm not sure she's gonna like it, and it's gonna seem a little crazy, but this is something that I wanted since I was a little girl.","Rachel Green",5,21,2,18
"32890","You bought Shawn Cassidy!","Ross Geller",5,21,2,19
"32891","Noo! I wish! Okay, you ready?","Rachel Green",5,21,2,20
"32892","Yeah!",NA,5,21,2,21
"32893","Okay! Check it out!","Rachel Green",5,21,2,22
"32894","(Joey turns and looks at quite possibly one of the ugliest pets that you can possibly buy on the planet. Rachel has bought herself a hairless cat. Yep, a hairless cat! Joey and Ross start to get sick.)","Scene Directions",5,21,2,23
"32895","What-what is it?!","Ross Geller",5,21,2,24
"32896","What the hell is that?!!","Joey Tribbiani",5,21,2,25
"32897","It's a, it's a cat!","Rachel Green",5,21,2,26
"32898","That, is not a cat! {I have to agree with Joey on this one.}","Joey Tribbiani",5,21,2,27
"32899","Yes it is!","Rachel Green",5,21,2,28
"32900","Why is it inside out?!","Ross Geller",5,21,2,29
"32901","Excuse me! But this is a purebred, show-quality Sphinx cat!","Rachel Green",5,21,2,30
"32902","How much did you pay for that?","Ross Geller",5,21,2,31
"32903","Well, it was a little extravagant, but I a pretty good deal.","Rachel Green",5,21,2,32
"32904","Yeah? How much?","Ross Geller",5,21,2,33
"32905","A thousand bucks.","Rachel Green",5,21,2,34
"32906","ON A CAT??!!!!","Ross Geller",5,21,2,35
"32907","It's not a cat!","Joey Tribbiani",5,21,2,36
"32908","All right listen ball boys! My grandmother had one of these when I was a little girl and it was the sweetest thing! I mean it was so cute, it would sit in my lap and purr all day long, and I would drag a shoestring on the ground and he would chase it!","Rachel Green",5,21,2,37
"32909","Free cats do that too, y'know. {Which reminds me, if I might get a little political here, support your local animal shelter. Pet shops are not the place to buy dogs and cats from, you get a much better deal from the shelter, plus they probably won't die on you in a week and a half. If you want a leash, go to the pet shop. If you want the dog for that leash, go to the shelter and save it's life. Now back to regularly scheduled programming.}","Ross Geller",5,21,2,38
"32910","It's not a cat!","Joey Tribbiani",5,21,2,39
"32911","Ugh! Look you guys, I'm really excited about this! Okay? I don't care what you think! I'm gonna go set up a little litter box for Mrs. Whiskerson. Well, what am I gonna call her? Fluffy?!","Rachel Green",5,21,2,40
"32912","(Rachel goes into the bathroom as the guys continue throwing the ball.)","Scene Directions",5,21,2,41
"32913","Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?","Ross Geller",5,21,2,42
"32914","Uhh, the ball thing.","Joey Tribbiani",5,21,2,43
"32915","Yeah?","Ross Geller",5,21,2,44
"32916","Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!","Joey Tribbiani",5,21,2,45
"32917","Uhh, yeah it would! Let's do it!","Ross Geller",5,21,2,46
"32918","Okay!","Joey Tribbiani",5,21,2,47
"32919","(They throw the ball back and forth once.)","Scene Directions",5,21,2,48
"32920","Uh-oh.","Joey Tribbiani",5,21,2,49
"32921","What?","Ross Geller",5,21,2,50
"32922","I have to pee. And Rachel's in the bathroom!","Joey Tribbiani",5,21,2,51
"32923","[Cut to Chandler and Joey's, Ross is seen throwing the ball into the bathroom, presumably where Joey is currently using the facilities.]","Scene Directions",5,21,2,52
"32924","Man, I didn't think we were gonna make it!","Joey Tribbiani",5,21,2,53
"32925","I know! Don't switch hands, okay?","Ross Geller",5,21,2,54
"32926","[Scene: the 5th Precinct, Gary's precinct, Chandler has come to talk to him about commitment. And as he's walking through the door he notices a couple of ""Ladies of the night"" sitting there. (If you know what I mean.)]","Scene Directions",5,21,3,1
"32927","Hey ladies! What are you in here for?","Chandler Bing",5,21,3,2
"32928","Hey Chandler, what are you doing here?","Gary",5,21,3,3
"32929","Gary, I'm here to report a crime.","Chandler Bing",5,21,3,4
"32930","Yeah?","Gary",5,21,3,5
"32931","It is a crime that you and I don't spend more time together.","Chandler Bing",5,21,3,6
"32932","What's up?","Gary",5,21,3,7
"32933","Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk. Man to uh, me.","Chandler Bing",5,21,3,8
"32934","Sure. Okay.","Gary",5,21,3,9
"32935","Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!","Chandler Bing",5,21,3,10
"32936","Yeah, I-I considered that. I just know it would make me happy.","Gary",5,21,3,11
"32937","You mean scared.","Chandler Bing",5,21,3,12
"32938","No, I mean happy.","Gary",5,21,3,13
"32939","Scared? Happy?","Chandler Bing",5,21,3,14
"32940","Chandler, what-what are you doing?","Gary",5,21,3,15
"32941","I am trying to open your eyes, my man! Don't you see, if you lived with Phoebe she's always gonna be there. You're gonna get home, she's there. You go to bed, she's there. You wake up and oh yes, she's there!","Chandler Bing",5,21,3,16
"32942","I know! I can't wait!","Gary",5,21,3,17
"32943","Were you're parents happy, or something?","Chandler Bing",5,21,3,18
"32944","Listen Chandler, the way I see it is that I was lucky enough to find someone that I really love. I just-I wanna be around her as much as I can.","Gary",5,21,3,19
"32945","Wow, y'know when you say it, it doesn't sound so scary.","Chandler Bing",5,21,3,20
"32946","So you know what I'm talking about, right?","Gary",5,21,3,21
"32947","Yeah, I think I do! Y'know what? You move in with her! You move in with her right now! Maybe I should in with Monica!","Chandler Bing",5,21,3,22
"32948","No, it's too soon for you guys.","Gary",5,21,3,23
"32949","Yeah, you're right about that.","Chandler Bing",5,21,3,24
"32950","[Scene: Chandler and Joey's, Ross and Joey are still playing catch.]","Scene Directions",5,21,4,1
"32951","...now when they found the remains of the Mesozoic Mastodon they discovered what appeared to be the remains of a Paleozoic Amphibian in its jaws! How did it get there?!","Ross Geller",5,21,4,2
"32952","{Y'know, sometimes I think the script writers throw in a line like that to try to trip me up. But it won't work. I'll always have the last laugh! &lt;manical_laugh.wav&gt; Okay, so maybe I'm a little deluded, it's probably just my spellchecker. But, I must admit I did get Mesozoic and Paleozoic on the first attempt. Yay me! Anyhoo...}","Scene Directions",5,21,4,3
"32953","Maybe this should be more of a quiet game.","Joey Tribbiani",5,21,4,4
"32954","{Oh, all right! Geez, I can't have any fun!}","Scene Directions",5,21,4,5
"32955","Hey guys!","Monica Geller",5,21,4,6
"32956","Hi!","Joey Tribbiani",5,21,4,7
"32957","Joey, I left my watch on the counter last night. It was right here, where is it?","Monica Geller",5,21,4,8
"32958","I don't know.","Joey Tribbiani",5,21,4,9
"32959","All right, come on, I'm-I'm late for work!","Monica Geller",5,21,4,10
"32960","How do you know? You don't have a watch.","Ross Geller",5,21,4,11
"32961","Guys, could you please just stop throwing the ball for one minute and just help me find it!","Monica Geller",5,21,4,12
"32962","Oh, I don't know.... Yeah, can't do it.","Joey Tribbiani",5,21,4,13
"32963","(He throws it back to Ross, but it's intercepted by Monica and the guys both scream in horror.)","Scene Directions",5,21,4,14
"32964","What?!","Monica Geller",5,21,4,15
"32965","Monica, whatever you do, do not drop that ball!","Ross Geller",5,21,4,16
"32966","Yeah, we haven't dropped it in...","Joey Tribbiani",5,21,4,17
"32967","2 hours, 27 minutes.","Ross Geller",5,21,4,18
"32968","Really?!","Monica Geller",5,21,4,19
"32969","[Time lapse, Monica has joined in and is calling to get out of work.]","Scene Directions",5,21,4,20
"32970","I-I'm not gonna be able to make it into work today, I don't feel very good. Yes!! Wow! Uh, for a second there I thought I was really better, but I'm not.","Monica Geller",5,21,4,21
"32971","(Rachel enters.)","Scene Directions",5,21,4,22
"32972","Hey Rach!","Ross Geller",5,21,4,23
"32973","Hey.","Rachel Green",5,21,4,24
"32974","Check it out! Almost 3 hours without droppin' it!","Ross Geller",5,21,4,25
"32975","Oh, wow! Congratulations, that's quite a waste of time.","Rachel Green",5,21,4,26
"32976","Rach?","Monica Geller",5,21,4,27
"32977","Yeah?","Rachel Green",5,21,4,28
"32978","You have scratches all over you, what happened?","Monica Geller",5,21,4,29
"32979","Well, it's my cat.","Rachel Green",5,21,4,30
"32980","What?!","Monica Geller",5,21,4,31
"32981","Oh yeah, I got a cat.","Rachel Green",5,21,4,32
"32982","I don't want a cat!","Monica Geller",5,21,4,33
"32983","Oh, don't worry, it's not a cat.","Joey Tribbiani",5,21,4,34
"32984","Yeah.","Ross Geller",5,21,4,35
"32985","You guys this cat is nothing like my grandmother's cat. I mean, it's not sweet, it's not cute, I even dragged that little string on the ground, and it just flipped out and scratched the hell out of me. And I swear, I know this sounds crazy, but every time this cat hisses at me I know it's saying, ""Rachel!""","Rachel Green",5,21,4,36
"32986","Doesn't sound as crazy as paying a thousand dollars for a cat.","Ross Geller",5,21,4,37
"32987","What?! You paid a thousand dollars for a cat when you owe me 300!!","Monica Geller",5,21,4,38
"32988","Well, I was gonna let you play with it.","Rachel Green",5,21,4,39
"32989","[Scene: Central Perk, Phoebe is drinking coffee as Chandler enters.]","Scene Directions",5,21,5,1
"32990","Hi!","Chandler Bing",5,21,5,2
"32991","Hmm, did you talk to Gary about the moving in thing?","Phoebe Buffay",5,21,5,3
"32992","Yes I did, and I think you should do it.","Chandler Bing",5,21,5,4
"32993","What?!","Phoebe Buffay",5,21,5,5
"32994","He's a great guy, y'know? And he loves you a lot, you are a very lucky lady.","Chandler Bing",5,21,5,6
"32995","You are useless! Freaking out about commitment is the one thing you can do! The one thing! And you can't even do that right! God!","Phoebe Buffay",5,21,5,7
"32996","I'm sorry. If you ask me, I'd move in with him.","Chandler Bing",5,21,5,8
"32997","Ohh!! God! Ooh! Get out of here, good for nothing.","Phoebe Buffay",5,21,5,9
"32998","Hey Chandler.","Gary",5,21,5,10
"32999","Hey Gar!","Chandler Bing",5,21,5,11
"33000","Hi sweetie. Hi, can I talk to you for a second?","Gary",5,21,5,12
"33001","Yeah! Okay.","Phoebe Buffay",5,21,5,13
"33002","You look very pretty today.","Gary",5,21,5,14
"33003","Thanks! Okay.","Phoebe Buffay",5,21,5,15
"33004","Here's the thing.","Gary",5,21,5,16
"33005","Yeah?","Phoebe Buffay",5,21,5,17
"33006","Y'know I really want to move this relationship forward.","Gary",5,21,5,18
"33007","Uh-hmm.","Phoebe Buffay",5,21,5,19
"33008","Because if you're not moving forward, y'know you're just moving backwards.","Gary",5,21,5,20
"33009","No that's not true. If you're not moving forward, you're just staying still. And staying still is good. Watch this.","Phoebe Buffay",5,21,5,21
"33010","Phoebe?","Gary",5,21,5,22
"33011","Yeah?","Phoebe Buffay",5,21,5,23
"33012","I want you to move in with me.","Gary",5,21,5,24
"33013","That is so sweet. But don't you think it's a little too soon? I mean there's so much we don't know about each other.","Phoebe Buffay",5,21,5,25
"33014","Oh. Oh-oh-okay, I get it.","Gary",5,21,5,26
"33015","I just-I don't want us to jump into something we're not ready for.","Phoebe Buffay",5,21,5,27
"33016","Uh-huh.","Gary",5,21,5,28
"33017","I really don't want to mess up what we have. I'm just-I'm worried it's gonna be a big mistake.","Phoebe Buffay",5,21,5,29
"33018","Yeah.","Gary",5,21,5,30
"33019","Which is why my answer is yes!","Phoebe Buffay",5,21,5,31
"33020","Really?!","Gary",5,21,5,32
"33021","Uh-huh! I'm so...happy.","Phoebe Buffay",5,21,5,33
"33022","[Scene: Chandler and Joey's, Joey, Ross, and Monica are still playing catch, with Chandler looking on. Joey throws the ball to Monica who catches it and whips it at Ross.]","Scene Directions",5,21,6,1
"33023","Monica! Stop throwing it so hard! We're on the same team!","Ross Geller",5,21,6,2
"33024","Four hours? You guys have been doing this for four hours?","Chandler Bing",5,21,6,3
"33025","That's right baby.","Joey Tribbiani",5,21,6,4
"33026","All right, let me in.","Chandler Bing",5,21,6,5
"33027","No-no! Don't do it! Don't!","Monica Geller",5,21,6,6
"33028","What?","Chandler Bing",5,21,6,7
"33029","He's a dropper!","Monica Geller",5,21,6,8
"33030","Oh yeah, that's right!","Joey Tribbiani",5,21,6,9
"33031","I'm not a dropper!","Chandler Bing",5,21,6,10
"33032","It's really a uh-uh three person game, y'know?","Ross Geller",5,21,6,11
"33033","It's throwing and catching!","Chandler Bing",5,21,6,12
"33034","All right.","Ross Geller",5,21,6,13
"33035","Oh! Oh! That's so hard.","Chandler Bing",5,21,6,14
"33036","(Rachel enters with the ""cat"" and the chick and the duck start to get riled up.)","Scene Directions",5,21,6,15
"33037","Whoa-whoa you guys, it's not a cat!","Joey Tribbiani",5,21,6,16
"33038","Oh my-Oh good God!","Monica Geller",5,21,6,17
"33039","I give up you guys, I don't know what I'm going to do with this thing!","Rachel Green",5,21,6,18
"33040","Baking it didn't help, huh?","Ross Geller",5,21,6,19
"33041","So, why don't you just take it back to where you got it?","Monica Geller",5,21,6,20
"33042","I tried! They won't take her back.","Rachel Green",5,21,6,21
"33043","Maybe that's because she's a minion of the anti-Christ.","Chandler Bing",5,21,6,22
"33044","Rach, why won't they take it back?","Monica Geller",5,21,6,23
"33045","Well, they said would but they would only give me store credit. I mean, what am I going to do, get a thousand regular cats?","Rachel Green",5,21,6,24
"33046","Look, if you want you can keep it at our place until you find out what to do with it.","Monica Geller",5,21,6,25
"33047","No Mon that's not the point. I'm out a thousand dollars, I'm all scratched up, and I'm stuck with this stupid cat that looks like a hand!","Rachel Green",5,21,6,26
"33048","(Monica sneezes.)","Scene Directions",5,21,6,27
"33049","Oh my God, the cat's made my eyes water! Don't-don't throw it to me! My vision's been compromised!! Oh God! Okay. Okay. It's okay. Man, that was close.","Monica Geller",5,21,6,28
"33050","Yeah, you almost overreacted to something.","Chandler Bing",5,21,6,29
"33051","Hey!",NA,5,21,6,30
"33052","Hey!","#ALL#",5,21,6,31
"33053","We have great news!","Gary",5,21,6,32
"33054","We're moving in together! Isn't it great! Yay!","Phoebe Buffay",5,21,6,33
"33055","Congratulations! Congrats!","#ALL#",5,21,6,34
"33056","I know, I'm so excited!","Phoebe Buffay",5,21,6,35
"33057","So am I!","Gary",5,21,6,36
"33058","Well, you're not more excited than I am! No way! I'm the most excited!","Phoebe Buffay",5,21,6,37
"33059","Okay, I'll see you at the station later.","Gary",5,21,6,38
"33060","Okay, yeah, I'll see you later! Don't forget about the moving in!","Phoebe Buffay",5,21,6,39
"33061","All right.","Gary",5,21,6,40
"33062","(Phoebe closes the door behind him.)","Scene Directions",5,21,6,41
"33063","So you're moving in with him. What happened?","Monica Geller",5,21,6,42
"33064","I couldn't tell him no. He got so sad. Maybe it'll be all right. I do really like him a lot and probably do it eventually anyway and plus, think of all the money I'll save on stamps.","Phoebe Buffay",5,21,6,43
"33065","Why, do you write him a lot?","Monica Geller",5,21,6,44
"33066","No, I just heard when people live together, they split the cost of stamps. Don't they?","Phoebe Buffay",5,21,6,45
"33067","Yeah! That's right. Yeah-yeah! Yeah!","#ALL#",5,21,6,46
"33068","(Rachel enters with the cat, wearing the oven mitt, and startles Phoebe.)","Scene Directions",5,21,6,47
"33069","Oh, I'm sorry, the oven mitts really freaked me out.","Phoebe Buffay",5,21,6,48
"33070","[Scene: Gary's precinct, Phoebe is entering.]","Scene Directions",5,21,7,1
"33071","Hey, honey! Okay, so did you find any apartments? Anything in Brooklyn Heights?","Gary",5,21,7,2
"33072","No, nothing.","Phoebe Buffay",5,21,7,3
"33073","Oh really?","Gary",5,21,7,4
"33074","Yeah.","Phoebe Buffay",5,21,7,5
"33075","Nothing at all?","Gary",5,21,7,6
"33076","No, as soon as something opens up we'll move right in. Unless it doesn't have a pool, I need a pool.","Phoebe Buffay",5,21,7,7
"33077","Phoebe, can I talk to you for a second?","Gary",5,21,7,8
"33078","Uh-huh!","Phoebe Buffay",5,21,7,9
